Rank,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12045,Mortal Kombat 15336,PS3,2000,Action,Bethesda,0.02,0.77,0.08,0.02,0.89
12046,Star Fox 13001,XOne,2009,Sports,Nintendo,0.18,0.52,0.02,0.17,0.89
12047,Kirby 1329,N64,1997,Sports,Bethesda,0.46,0.06,0.36,0.01,0.89
12048,Kirby 7202,WiiU,1994,Puzzle,Nintendo,0.44,0.04,0.09,0.32,0.89
12049,Castlevania 970,PS3,2000,Racing,THQ,0.47,0.03,0.25,0.14,0.89
12050,Pro Evolution Soccer 11525,GBA,1990,Action,Nintendo,0.89,0.0,0.0,0.0,0.89
12051,Tiger Woods PGA Tour 5187,DS,1994,Shooter,Deep Silver,0.52,0.09,0.23,0.05,0.89
12052,Silent Hill 14075,PS,1995,Shooter,Nintendo,0.15,0.49,0.07,0.18,0.89
12053,Crash Bandicoot 1669,NES,2004,Racing,Take-Two Interactive,0.1,0.13,0.39,0.27,0.89
12054,Metroid 2208,3DS,1985,Action,Sega,0.71,0.01,0.12,0.05,0.89
12055,Tekken 10960,XB,1993,Simulation,Konami,0.29,0.18,0.29,0.13,0.89
12056,Mega Man 10926,PS3,1997,Simulation,Square Enix,0.37,0.02,0.28,0.22,0.89
12057,Crash Bandicoot 8571,XOne,1989,Shooter,Bandai,0.39,0.27,0.12,0.11,0.89
12058,Final Fantasy 14345,PSP,2004,Role-Playing,Take-Two Interactive,0.13,0.27,0.41,0.08,0.89
12059,Star Fox 4638,SNES,1987,Action,Electronic Arts,0.6,0.01,0.1,0.18,0.89
12060,Metal Gear Solid 4741,SAT,2005,Sports,Nintendo,0.36,0.26,0.08,0.19,0.89
12061,Dragon Quest 917,SNES,1990,Racing,Konami,0.34,0.39,0.03,0.13,0.89
12062,Kirby 2781,GBA,1996,Sports,505 Games,0.25,0.42,0.22,0.0,0.89
12063,Pro Evolution Soccer 2778,N64,1991,Simulation,Take-Two Interactive,0.6,0.15,0.08,0.06,0.89
12064,Final Fantasy 14249,PS3,2012,Strategy,THQ,0.13,0.6,0.12,0.04,0.89
12065,Crash Bandicoot 8797,PS,1989,Misc,Ubisoft,0.46,0.02,0.24,0.17,0.89
12066,Donkey Kong 2260,DS,1993,Shooter,THQ,0.01,0.01,0.56,0.3,0.88
12067,Metroid 41,GBA,1995,Racing,Sony Computer Entertainment,0.58,0.26,0.04,0.0,0.88
12068,Spyro 2289,N64,2006,Racing,Square Enix,0.77,0.01,0.08,0.02,0.88
12069,Sonic the Hedgehog 2334,PS2,2003,Shooter,Deep Silver,0.21,0.12,0.11,0.44,0.88
12070,Silent Hill 10819,X360,2013,Puzzle,Ubisoft,0.48,0.1,0.21,0.09,0.88
12071,Metroid 12162,NES,1999,Sports,Microsoft Game Studios,0.11,0.17,0.49,0.11,0.88
12072,Metal Gear Solid 12350,DS,1997,Adventure,Capcom,0.38,0.2,0.04,0.26,0.88
12073,Kirby 10014,PS3,1981,Simulation,2K Games,0.51,0.08,0.08,0.21,0.88
12074,NBA 12413,PC,2008,Simulation,Take-Two Interactive,0.0,0.57,0.11,0.2,0.88
12075,Mega Man 12860,GBA,2010,Adventure,LucasArts,0.75,0.0,0.08,0.05,0.88
12076,Castlevania 11962,XOne,2002,Simulation,Activision,0.57,0.15,0.0,0.16,0.88
12077,Dragon Quest 12842,N64,2004,Platform,Ubisoft,0.55,0.03,0.23,0.07,0.88
12078,Donkey Kong 1178,XB,1991,Fighting,Bandai,0.29,0.28,0.28,0.03,0.88
12079,Silent Hill 8325,DC,2013,Misc,Deep Silver,0.21,0.26,0.2,0.21,0.88
12080,Metal Gear Solid 5310,XB,1982,Shooter,Activision,0.07,0.41,0.23,0.17,0.88
12081,Spyro 9799,NES,1982,Sports,Bethesda,0.59,0.21,0.01,0.07,0.88
12082,Dead or Alive 706,DC,1995,Puzzle,Bethesda,0.52,0.11,0.13,0.12,0.88
12083,Kirby 9109,PS2,2004,Fighting,Namco Bandai,0.41,0.31,0.08,0.08,0.88
12084,Tekken 9120,XB,1985,Shooter,2K Games,0.08,0.39,0.22,0.19,0.88
12085,Tiger Woods PGA Tour 7291,PS2,1984,Strategy,Sony Computer Entertainment,0.24,0.08,0.2,0.36,0.88
12086,Tomb Raider 3511,PS2,1986,Simulation,Capcom,0.23,0.21,0.32,0.12,0.88
12087,Donkey Kong 3528,N64,2013,Platform,Sega,0.15,0.63,0.02,0.08,0.88
12088,Dead or Alive 15281,GBA,2011,Strategy,Microsoft Game Studios,0.63,0.02,0.03,0.2,0.88
12089,Castlevania 142,Wii,2002,Role-Playing,Bandai,0.56,0.12,0.16,0.04,0.88
12090,Kirby 15302,N64,1990,Puzzle,Take-Two Interactive,0.32,0.36,0.18,0.02,0.88
12091,Madden NFL 3333,PS3,1993,Racing,Microsoft Game Studios,0.05,0.76,0.01,0.06,0.88
12092,Street Fighter 6816,SAT,1995,Racing,Sony Computer Entertainment,0.23,0.05,0.48,0.12,0.88
12093,Street Fighter 6812,PSP,2002,Adventure,Konami,0.13,0.5,0.03,0.22,0.88
12094,Tiger Woods PGA Tour 12762,PS4,2007,Misc,Deep Silver,0.57,0.17,0.0,0.14,0.88
12095,F-Zero 3074,PS3,1997,Simulation,Capcom,0.52,0.19,0.15,0.02,0.88
12096,Mega Man 3050,NES,1985,Action,Ubisoft,0.01,0.18,0.24,0.45,0.88
12097,NCAA Football 6739,3DS,2002,Puzzle,Konami,0.3,0.03,0.04,0.51,0.88
12098,Final Fantasy 6740,PS2,1992,Adventure,2K Games,0.18,0.51,0.1,0.09,0.88
12099,Sonic the Hedgehog 438,GC,2002,Shooter,LucasArts,0.03,0.6,0.09,0.16,0.88
12100,Dead or Alive 7082,PC,2006,Sports,Ubisoft,0.05,0.16,0.14,0.53,0.88
12101,Donkey Kong 6977,DC,2015,Adventure,Take-Two Interactive,0.06,0.54,0.18,0.1,0.88
12102,Metal Gear Solid 648,XOne,2012,Sports,Nintendo,0.12,0.05,0.53,0.18,0.88
12103,Dead or Alive 6998,PS,2007,Fighting,Bandai,0.68,0.05,0.02,0.13,0.88
12104,NBA 9516,XOne,1991,Platform,Namco Bandai,0.29,0.09,0.28,0.22,0.88
12105,Mega Man 6131,GBA,2012,Racing,THQ,0.21,0.54,0.06,0.07,0.88
12106,F-Zero 6174,XOne,2005,Platform,THQ,0.28,0.48,0.08,0.04,0.88
12107,NCAA Football 6341,SAT,2011,Misc,Bethesda,0.05,0.64,0.06,0.13,0.88
12108,Kirby 13420,GBA,2014,Shooter,Bethesda,0.01,0.24,0.48,0.15,0.88
12109,Tiger Woods PGA Tour 3971,XOne,2006,Action,Deep Silver,0.04,0.48,0.3,0.06,0.88
12110,Metal Gear Solid 9396,GC,2005,Sports,Bandai,0.21,0.08,0.12,0.47,0.88
12111,Madden NFL 11738,DC,2011,Strategy,Namco Bandai,0.38,0.05,0.06,0.39,0.88
12112,Dragon Quest 9380,XOne,1985,Action,LucasArts,0.16,0.33,0.35,0.04,0.88
12113,Tomb Raider 6223,SAT,1982,Adventure,Take-Two Interactive,0.23,0.59,0.02,0.04,0.88
12114,Final Fantasy 6203,PS4,2001,Misc,Electronic Arts,0.49,0.21,0.04,0.14,0.88
12115,NCAA Football 6277,NES,1982,Strategy,Activision,0.22,0.2,0.08,0.38,0.88
12116,Mega Man 14936,PSP,1993,Role-Playing,Sega,0.22,0.25,0.09,0.32,0.88
12117,Madden NFL 13514,PS,2001,Shooter,Activision,0.4,0.13,0.14,0.21,0.88
12118,Kirby 10555,SNES,1982,Racing,Microsoft Game Studios,0.73,0.11,0.0,0.04,0.88
12119,Tiger Woods PGA Tour 12690,3DS,1983,Misc,Nintendo,0.12,0.09,0.55,0.12,0.88
12120,Star Fox 5396,X360,1986,Puzzle,Sony Computer Entertainment,0.44,0.14,0.08,0.22,0.88
12121,Mega Man 3762,X360,2013,Simulation,Deep Silver,0.71,0.03,0.02,0.12,0.88
12122,Pro Evolution Soccer 11761,SNES,1995,Platform,Nintendo,0.27,0.26,0.21,0.14,0.88
12123,Crash Bandicoot 5114,SAT,2007,Role-Playing,THQ,0.52,0.1,0.06,0.2,0.88
12124,Metroid 4472,PSP,2008,Racing,Sony Computer Entertainment,0.3,0.49,0.06,0.03,0.88
12125,Street Fighter 14447,PC,1987,Role-Playing,Konami,0.26,0.17,0.05,0.4,0.88
12126,Pro Evolution Soccer 15337,PS2,2006,Platform,Take-Two Interactive,0.0,0.54,0.15,0.19,0.88
12127,Mortal Kombat 1072,XB,2016,Strategy,Capcom,0.33,0.23,0.03,0.29,0.88
12128,Metal Gear Solid 5108,N64,1989,Fighting,Sony Computer Entertainment,0.02,0.31,0.33,0.22,0.88
12129,Donkey Kong 289,SAT,1992,Racing,Bethesda,0.64,0.02,0.01,0.21,0.88
12130,Tiger Woods PGA Tour 5065,PC,1988,Racing,Sega,0.41,0.23,0.01,0.23,0.88
12131,Silent Hill 13295,GBA,1992,Adventure,LucasArts,0.45,0.03,0.2,0.2,0.88
12132,Crash Bandicoot 13280,SNES,2000,Shooter,Electronic Arts,0.4,0.26,0.13,0.09,0.88
12133,Silent Hill 13267,SNES,1996,Platform,Bandai,0.45,0.21,0.14,0.08,0.88
12134,F-Zero 6612,SNES,2007,Puzzle,Square Enix,0.78,0.03,0.0,0.07,0.88
12135,Silent Hill 6518,GBA,1998,Strategy,Electronic Arts,0.39,0.08,0.13,0.28,0.88
12136,Crash Bandicoot 1888,PSP,1988,Role-Playing,Atari,0.18,0.08,0.24,0.38,0.88
12137,Star Fox 1923,WiiU,1989,Strategy,Microsoft Game Studios,0.25,0.36,0.25,0.02,0.88
12138,Spyro 3449,WiiU,1990,Puzzle,Nintendo,0.18,0.01,0.62,0.07,0.88
12139,Tiger Woods PGA Tour 9531,PC,1996,Racing,Nintendo,0.17,0.43,0.13,0.15,0.88
12140,Dead or Alive 13799,PS4,2005,Fighting,Sony Computer Entertainment,0.46,0.02,0.28,0.12,0.88
12141,Final Fantasy 12420,XOne,1981,Role-Playing,2K Games,0.32,0.1,0.38,0.08,0.88
12142,Donkey Kong 12404,XOne,1987,Fighting,Square Enix,0.38,0.3,0.17,0.03,0.88
12143,Metroid 2508,XB,1980,Puzzle,Bethesda,0.17,0.38,0.32,0.01,0.88
12144,Dragon Quest 13573,DC,2005,Simulation,Capcom,0.06,0.03,0.05,0.74,0.88
12145,Dragon Quest 14753,NES,2010,Simulation,Atari,0.61,0.08,0.09,0.1,0.88
12146,Silent Hill 11068,X360,2002,Action,Bethesda,0.57,0.1,0.2,0.01,0.88
12147,Kirby 7882,NES,1986,Adventure,Konami,0.35,0.04,0.48,0.01,0.88
12148,Dead or Alive 96,GC,2006,Shooter,Bethesda,0.69,0.03,0.06,0.1,0.88
12149,Metroid 15514,PC,2007,Shooter,Electronic Arts,0.13,0.29,0.29,0.17,0.88
12150,Mega Man 13485,XB,1985,Action,Sega,0.09,0.23,0.5,0.06,0.88
12151,NCAA Football 14213,PS2,1983,Strategy,Sony Computer Entertainment,0.73,0.02,0.12,0.01,0.88
12152,Pro Evolution Soccer 4972,PC,2000,Adventure,Take-Two Interactive,0.1,0.58,0.08,0.12,0.88
12153,Madden NFL 11474,X360,1983,Role-Playing,Sony Computer Entertainment,0.49,0.27,0.0,0.12,0.88
12154,Tomb Raider 4759,X360,2005,Fighting,Bethesda,0.41,0.0,0.3,0.17,0.88
12155,Tekken 663,WiiU,2004,Shooter,Activision,0.6,0.09,0.15,0.04,0.88
12156,NCAA Football 8068,Wii,1984,Fighting,Bandai,0.5,0.3,0.04,0.04,0.88
12157,Final Fantasy 1524,PS,1994,Sports,Ubisoft,0.34,0.02,0.25,0.27,0.88
12158,Star Fox 5742,N64,1989,Puzzle,Ubisoft,0.02,0.45,0.16,0.25,0.88
12159,Dragon Quest 9603,WiiU,1998,Shooter,Activision,0.05,0.12,0.4,0.31,0.88
12160,Tekken 5824,N64,2000,Action,THQ,0.17,0.51,0.01,0.19,0.88
12161,Donkey Kong 730,X360,1982,Fighting,Bethesda,0.17,0.31,0.24,0.16,0.88
12162,Metal Gear Solid 8855,Wii,1989,Platform,Bandai,0.21,0.57,0.02,0.08,0.88
12163,Star Fox 5548,SAT,1999,Fighting,2K Games,0.11,0.42,0.22,0.13,0.88
12164,Mortal Kombat 5592,PS4,1993,Fighting,THQ,0.11,0.24,0.01,0.52,0.88
12165,Pro Evolution Soccer 14703,PS,1998,Shooter,Electronic Arts,0.25,0.0,0.38,0.25,0.88
12166,Silent Hill 217,GC,2000,Shooter,Take-Two Interactive,0.52,0.22,0.05,0.09,0.88
12167,Metal Gear Solid 5482,3DS,2012,Fighting,Bethesda,0.36,0.19,0.33,0.0,0.88
12168,Crash Bandicoot 3902,PS3,2010,Misc,Nintendo,0.66,0.16,0.02,0.04,0.88
12169,Crash Bandicoot 10411,PC,2010,Simulation,Activision,0.53,0.1,0.05,0.2,0.88
12170,Metroid 11264,PS4,2009,Action,Capcom,0.07,0.13,0.09,0.59,0.88
12171,Metal Gear Solid 13553,N64,1994,Shooter,Sega,0.61,0.18,0.0,0.09,0.88
12172,Crash Bandicoot 12606,N64,2000,Role-Playing,Ubisoft,0.4,0.07,0.1,0.31,0.88
12173,Donkey Kong 8484,SNES,1999,Simulation,Sony Computer Entertainment,0.2,0.04,0.59,0.04,0.87
12174,Tiger Woods PGA Tour 15771,XB,2000,Platform,Take-Two Interactive,0.33,0.5,0.01,0.03,0.87
12175,Dragon Quest 8689,PS2,2000,Role-Playing,Bethesda,0.46,0.08,0.12,0.21,0.87
12176,Tomb Raider 13047,X360,2009,Fighting,Square Enix,0.74,0.05,0.0,0.08,0.87
12177,NBA 3502,DC,1991,Puzzle,Microsoft Game Studios,0.26,0.01,0.44,0.16,0.87
12178,Castlevania 6915,XOne,2014,Action,Sega,0.18,0.48,0.0,0.21,0.87
12179,Madden NFL 431,PS2,1999,Role-Playing,Square Enix,0.23,0.19,0.37,0.08,0.87
12180,Star Fox 7076,GBA,2015,Role-Playing,505 Games,0.07,0.34,0.2,0.26,0.87
12181,Metal Gear Solid 7106,PS,2006,Misc,Ubisoft,0.37,0.22,0.21,0.07,0.87
12182,Metroid 259,3DS,2004,Action,Deep Silver,0.28,0.06,0.48,0.05,0.87
12183,Madden NFL 4536,XB,2008,Fighting,Sony Computer Entertainment,0.47,0.11,0.15,0.14,0.87
12184,Pro Evolution Soccer 5155,GBA,1986,Shooter,Atari,0.05,0.41,0.41,0.0,0.87
12185,Metal Gear Solid 5147,NES,1994,Adventure,Nintendo,0.37,0.13,0.18,0.19,0.87
12186,Final Fantasy 12867,PS2,2015,Adventure,Bandai,0.16,0.27,0.3,0.14,0.87
12187,NCAA Football 9761,XB,2000,Adventure,Konami,0.29,0.07,0.3,0.21,0.87
12188,Dragon Quest 951,Wii,1989,Strategy,Capcom,0.46,0.21,0.03,0.17,0.87
12189,Mega Man 1618,GC,1998,Role-Playing,Activision,0.58,0.01,0.2,0.08,0.87
12190,Castlevania 1674,PC,2000,Puzzle,LucasArts,0.01,0.23,0.51,0.12,0.87
12191,Pro Evolution Soccer 2171,WiiU,1999,Action,Nintendo,0.23,0.23,0.03,0.38,0.87
12192,Street Fighter 12223,SAT,2002,Platform,Activision,0.47,0.14,0.06,0.2,0.87
12193,Spyro 8500,N64,1982,Fighting,Electronic Arts,0.61,0.12,0.08,0.06,0.87
12194,Tomb Raider 8233,PS,1988,Strategy,Ubisoft,0.41,0.18,0.19,0.09,0.87
12195,Spyro 3246,GC,2000,Misc,LucasArts,0.5,0.08,0.24,0.05,0.87
12196,Final Fantasy 3215,PS3,2000,Sports,Bethesda,0.15,0.19,0.45,0.08,0.87
12197,Mega Man 7206,SNES,1981,Puzzle,Microsoft Game Studios,0.07,0.59,0.05,0.16,0.87
12198,NCAA Football 10599,PS3,1986,Action,Bandai,0.0,0.59,0.11,0.17,0.87
12199,Madden NFL 12948,SAT,1997,Puzzle,Electronic Arts,0.05,0.67,0.02,0.13,0.87
12200,Metroid 11907,GC,1992,Action,2K Games,0.47,0.02,0.22,0.16,0.87
12201,Pro Evolution Soccer 1303,X360,2002,Simulation,Bethesda,0.25,0.27,0.26,0.09,0.87
12202,NCAA Football 7399,PS2,1982,Simulation,Sony Computer Entertainment,0.48,0.01,0.3,0.08,0.87
12203,NBA 15146,PS,2005,Sports,Electronic Arts,0.41,0.02,0.39,0.05,0.87
12204,Kirby 3297,XB,1984,Racing,Ubisoft,0.31,0.17,0.35,0.04,0.87
12205,NBA 3111,DS,1985,Fighting,Electronic Arts,0.17,0.33,0.06,0.31,0.87
12206,Donkey Kong 1986,3DS,2014,Puzzle,Namco Bandai,0.17,0.39,0.29,0.02,0.87
12207,Star Fox 12857,PS,2010,Sports,LucasArts,0.25,0.35,0.21,0.06,0.87
12208,F-Zero 6112,WiiU,1983,Fighting,Konami,0.06,0.66,0.01,0.14,0.87
12209,Crash Bandicoot 14762,N64,1994,Misc,Sega,0.55,0.1,0.08,0.14,0.87
12210,Tiger Woods PGA Tour 14747,NES,1997,Simulation,2K Games,0.1,0.57,0.12,0.08,0.87
12211,Tekken 6167,X360,2008,Sports,Microsoft Game Studios,0.46,0.14,0.23,0.04,0.87
12212,Final Fantasy 3496,WiiU,1994,Simulation,Bethesda,0.64,0.04,0.15,0.04,0.87
12213,Kirby 3107,3DS,1992,Platform,Activision,0.36,0.16,0.12,0.23,0.87
12214,Dragon Quest 5104,PS4,1998,Shooter,THQ,0.05,0.59,0.1,0.13,0.87
12215,Sonic the Hedgehog 10211,XB,1985,Platform,Bethesda,0.06,0.24,0.35,0.22,0.87
12216,Crash Bandicoot 5316,PS4,2004,Role-Playing,Deep Silver,0.01,0.51,0.31,0.04,0.87
12217,Street Fighter 3843,DS,1994,Misc,Deep Silver,0.09,0.03,0.47,0.28,0.87
12218,Pro Evolution Soccer 13433,N64,2016,Fighting,Electronic Arts,0.38,0.31,0.09,0.09,0.87
12219,Mortal Kombat 5136,GC,2009,Racing,Microsoft Game Studios,0.2,0.35,0.25,0.07,0.87
12220,Mortal Kombat 865,WiiU,2010,Simulation,Nintendo,0.08,0.24,0.46,0.09,0.87
12221,NBA 11214,XB,1995,Strategy,Nintendo,0.45,0.13,0.09,0.2,0.87
12222,Star Fox 871,XOne,1988,Puzzle,Capcom,0.18,0.43,0.25,0.01,0.87
12223,Dragon Quest 2959,Wii,2002,Shooter,Konami,0.29,0.05,0.27,0.26,0.87
12224,Mega Man 8913,NES,1990,Fighting,2K Games,0.47,0.33,0.06,0.01,0.87
12225,Madden NFL 9444,PSP,1982,Sports,Take-Two Interactive,0.26,0.07,0.08,0.46,0.87
12226,F-Zero 1473,N64,2000,Strategy,2K Games,0.42,0.17,0.02,0.26,0.87
12227,Silent Hill 14810,GBA,1985,Puzzle,Bethesda,0.09,0.58,0.03,0.17,0.87
12228,Final Fantasy 5651,PS3,2015,Action,LucasArts,0.53,0.17,0.14,0.03,0.87
12229,Mega Man 14793,PC,1991,Simulation,Konami,0.29,0.09,0.48,0.01,0.87
12230,Spyro 13864,PS3,1985,Action,Deep Silver,0.11,0.02,0.47,0.27,0.87
12231,Metal Gear Solid 10378,DC,1995,Platform,Take-Two Interactive,0.41,0.27,0.18,0.01,0.87
12232,NBA 8859,3DS,2013,Strategy,Sony Computer Entertainment,0.13,0.35,0.07,0.32,0.87
12233,Metal Gear Solid 5494,NES,2006,Puzzle,Activision,0.52,0.14,0.1,0.11,0.87
12234,Metal Gear Solid 13927,DS,2003,Action,Sega,0.04,0.02,0.8,0.01,0.87
12235,Dead or Alive 1530,Wii,2013,Action,Capcom,0.36,0.12,0.15,0.24,0.87
12236,Tekken 2773,GC,1980,Racing,Capcom,0.29,0.1,0.45,0.03,0.87
12237,Final Fantasy 10046,SAT,1990,Fighting,505 Games,0.4,0.3,0.03,0.14,0.87
12238,F-Zero 13751,GBA,1999,Misc,Sega,0.42,0.36,0.01,0.08,0.87
12239,F-Zero 8743,GC,1982,Shooter,Activision,0.04,0.09,0.31,0.43,0.87
12240,Tekken 15636,3DS,2002,Role-Playing,Deep Silver,0.28,0.29,0.3,0.0,0.87
12241,F-Zero 15587,PS2,1999,Shooter,Activision,0.64,0.19,0.03,0.01,0.87
12242,Crash Bandicoot 2715,X360,1995,Shooter,2K Games,0.55,0.09,0.17,0.06,0.87
12243,Dead or Alive 8111,XOne,1986,Simulation,Activision,0.57,0.04,0.2,0.06,0.87
12244,Tiger Woods PGA Tour 1229,PC,1986,Fighting,Konami,0.17,0.06,0.38,0.26,0.87
12245,Crash Bandicoot 2472,3DS,1985,Adventure,Ubisoft,0.03,0.04,0.12,0.68,0.87
12246,Metal Gear Solid 9689,NES,2011,Strategy,Namco Bandai,0.07,0.52,0.24,0.04,0.87
12247,Pro Evolution Soccer 5978,WiiU,1995,Adventure,Bandai,0.73,0.1,0.01,0.03,0.87
12248,Street Fighter 4455,X360,1996,Misc,THQ,0.52,0.06,0.0,0.29,0.87
12249,Street Fighter 1545,PC,1992,Shooter,Sega,0.09,0.33,0.31,0.14,0.87
12250,Crash Bandicoot 9552,XOne,2008,Platform,Take-Two Interactive,0.21,0.6,0.02,0.04,0.87
12251,Metroid 9712,Wii,2001,Shooter,Ubisoft,0.31,0.25,0.16,0.15,0.87
12252,Tekken 4255,DS,1990,Platform,Nintendo,0.47,0.17,0.17,0.06,0.87
12253,Tekken 4235,PS2,2014,Action,Nintendo,0.07,0.5,0.2,0.1,0.87
12254,Final Fantasy 567,GC,1980,Fighting,Take-Two Interactive,0.13,0.24,0.26,0.24,0.87
12255,Madden NFL 610,SNES,1988,Simulation,THQ,0.24,0.25,0.11,0.27,0.87
12256,Dragon Quest 1140,DS,2013,Simulation,Capcom,0.42,0.15,0.23,0.07,0.87
12257,Dragon Quest 9986,SNES,1999,Sports,THQ,0.2,0.08,0.52,0.07,0.87
12258,Tomb Raider 14343,3DS,1987,Sports,Sony Computer Entertainment,0.41,0.05,0.33,0.08,0.87
12259,Mortal Kombat 4907,PSP,2001,Action,Ubisoft,0.31,0.23,0.31,0.02,0.87
12260,Tekken 4836,XB,1990,Misc,Square Enix,0.0,0.46,0.28,0.13,0.87
12261,Crash Bandicoot 4862,Wii,2000,Platform,Sega,0.25,0.33,0.05,0.24,0.87
12262,Star Fox 1703,PS3,2012,Simulation,Take-Two Interactive,0.43,0.16,0.27,0.01,0.87
12263,F-Zero 8780,PS2,1986,Role-Playing,Microsoft Game Studios,0.08,0.31,0.48,0.0,0.87
12264,Silent Hill 591,Wii,1994,Fighting,Deep Silver,0.04,0.21,0.13,0.49,0.87
12265,NBA 12428,PS3,2010,Role-Playing,Sega,0.34,0.32,0.11,0.1,0.87
12266,Castlevania 12430,PS2,2008,Racing,2K Games,0.21,0.17,0.32,0.17,0.87
12267,NCAA Football 5880,PS3,1981,Misc,Microsoft Game Studios,0.09,0.33,0.43,0.01,0.86
12268,Tomb Raider 13677,PC,2007,Role-Playing,Capcom,0.57,0.01,0.23,0.05,0.86
12269,Sonic the Hedgehog 2310,PS,2015,Shooter,Deep Silver,0.03,0.39,0.31,0.13,0.86
12270,Dead or Alive 8586,NES,1997,Racing,2K Games,0.05,0.33,0.28,0.2,0.86
12271,NCAA Football 13244,GBA,1999,Shooter,Activision,0.37,0.28,0.08,0.13,0.86
12272,Metal Gear Solid 4243,NES,1989,Sports,Capcom,0.15,0.15,0.34,0.22,0.86
12273,Mortal Kombat 174,PS4,2008,Sports,Atari,0.04,0.4,0.26,0.16,0.86
12274,Dragon Quest 14219,DS,2003,Puzzle,Atari,0.52,0.21,0.08,0.05,0.86
12275,Spyro 4281,XOne,2002,Shooter,Bethesda,0.03,0.49,0.33,0.01,0.86
12276,Metroid 7869,PSP,1984,Racing,Electronic Arts,0.32,0.27,0.07,0.2,0.86
12277,Sonic the Hedgehog 9907,DC,2009,Strategy,Nintendo,0.39,0.25,0.2,0.02,0.86
12278,F-Zero 1837,Wii,2003,Shooter,Namco Bandai,0.01,0.44,0.19,0.22,0.86
12279,Tekken 3374,PS3,1983,Sports,LucasArts,0.15,0.01,0.6,0.1,0.86
12280,Mega Man 1513,3DS,1991,Role-Playing,Capcom,0.62,0.01,0.12,0.11,0.86
12281,Pro Evolution Soccer 6140,DC,2004,Platform,Activision,0.26,0.39,0.13,0.08,0.86
12282,Metal Gear Solid 4422,PSP,1983,Fighting,Take-Two Interactive,0.22,0.21,0.02,0.41,0.86
12283,Metal Gear Solid 4770,NES,1982,Puzzle,Konami,0.13,0.42,0.16,0.15,0.86
12284,Sonic the Hedgehog 2710,NES,1980,Racing,Atari,0.59,0.14,0.09,0.04,0.86
12285,Silent Hill 13862,SAT,1991,Shooter,Square Enix,0.21,0.61,0.02,0.02,0.86
12286,Spyro 13542,DS,1981,Racing,Atari,0.21,0.4,0.17,0.08,0.86
12287,Metroid 52,DC,2000,Fighting,LucasArts,0.45,0.18,0.19,0.04,0.86
12288,Sonic the Hedgehog 261,Wii,2010,Role-Playing,Konami,0.2,0.16,0.26,0.24,0.86
12289,Madden NFL 252,PS4,1982,Action,Microsoft Game Studios,0.46,0.28,0.08,0.04,0.86
12290,Crash Bandicoot 15247,SAT,1981,Strategy,Microsoft Game Studios,0.5,0.12,0.03,0.21,0.86
12291,Star Fox 14206,Wii,1996,Action,Nintendo,0.07,0.65,0.1,0.04,0.86
12292,Tiger Woods PGA Tour 11844,PS4,2013,Puzzle,Atari,0.19,0.3,0.15,0.22,0.86
12293,Metal Gear Solid 14356,PS4,2002,Strategy,Electronic Arts,0.04,0.22,0.15,0.45,0.86
12294,Star Fox 1147,Wii,1984,Strategy,THQ,0.29,0.13,0.34,0.1,0.86
12295,NCAA Football 2558,XOne,1998,Shooter,Activision,0.1,0.31,0.32,0.13,0.86
12296,Tomb Raider 74,3DS,2014,Strategy,Bethesda,0.43,0.09,0.15,0.19,0.86
12297,Star Fox 2584,PSP,2008,Puzzle,Microsoft Game Studios,0.24,0.09,0.23,0.3,0.86
12298,Tekken 2583,XB,1983,Role-Playing,Capcom,0.01,0.26,0.24,0.35,0.86
12299,Mega Man 10557,SAT,2013,Simulation,2K Games,0.01,0.2,0.47,0.18,0.86
12300,Spyro 4542,PS2,1995,Strategy,THQ,0.2,0.41,0.14,0.11,0.86
12301,Final Fantasy 7422,N64,1988,Simulation,Microsoft Game Studios,0.56,0.09,0.17,0.04,0.86
12302,Kirby 1068,NES,1990,Misc,Square Enix,0.11,0.52,0.07,0.16,0.86
12303,Tekken 15518,GBA,1986,Action,Namco Bandai,0.49,0.19,0.02,0.16,0.86
12304,Dragon Quest 7396,XOne,2003,Fighting,LucasArts,0.23,0.16,0.28,0.19,0.86
12305,Spyro 10693,XB,2003,Strategy,THQ,0.17,0.44,0.07,0.18,0.86
12306,Donkey Kong 3048,SNES,1991,Racing,Deep Silver,0.21,0.22,0.42,0.01,0.86
12307,Tomb Raider 9028,Wii,1981,Misc,LucasArts,0.18,0.26,0.37,0.05,0.86
12308,Tekken 13143,SNES,1991,Puzzle,THQ,0.2,0.03,0.06,0.57,0.86
12309,Castlevania 12813,PSP,2010,Misc,Konami,0.18,0.47,0.08,0.13,0.86
12310,Madden NFL 7486,PS,2006,Sports,Capcom,0.63,0.04,0.19,0.0,0.86
12311,NBA 534,SNES,1982,Simulation,2K Games,0.59,0.07,0.07,0.13,0.86
12312,Metal Gear Solid 12518,SAT,1986,Racing,Namco Bandai,0.05,0.19,0.35,0.27,0.86
12313,NBA 8030,PSP,1991,Shooter,Ubisoft,0.03,0.5,0.31,0.02,0.86
12314,F-Zero 3103,NES,2015,Role-Playing,2K Games,0.02,0.53,0.3,0.01,0.86
12315,Dead or Alive 10238,3DS,1995,Shooter,Sega,0.42,0.04,0.21,0.19,0.86
